source_row_1based,Model,Publication date,Training compute (FLOP),Training compute notes,Training dataset size (total),Dataset size notes,Parameters,Parameters notes,Confidence,Numerical format,Training compute estimation method,Open model weights?,Reference,Link,publication_date_parsed,publication_year,date_status,included_as_of_cutoff,training_compute_numeric,training_compute_parse_status,dataset_size_numeric,dataset_size_parse_status,parameter_count_numeric,parameter_count_parse_status
1699,LingoWhale-8B,2023-11-01,,,,,8000000000.0,,Confident,,,Yes,,https://github.com/DeepLangAI/LingoWhale-8B/blob/main/README_EN.md,2023-11-01,2023.0,at_or_before_cutoff,True,,missing,,missing,8000000000.0,finite_scalar
1700,Calm2-7B,2023-11-01,5.46e+22,"6*7B*1.3T = 54600000000000000000000
6ND aproximation",1300000000000,"""1.3T tokens of publicly available Japanese and English datasets.""",7000000000.0,7B,Confident,,Operation counting,Yes, CyberAgentLM2-7B (CALM2-7B)   https://huggingface.co/cyberagent/calm2-7b,https://huggingface.co/cyberagent/calm2-7b,2023-11-01,2023.0,at_or_before_cutoff,True,5.46e+22,finite_scalar,1300000000000.0,finite_scalar,7000000000.0,finite_scalar
1701,OpenChat 3.5-7B,2023-11-01,,,,,7000000000.0,7B,Confident,,,Yes,,https://huggingface.co/openchat/openchat_3.5,2023-11-01,2023.0,at_or_before_cutoff,True,,missing,,missing,7000000000.0,finite_scalar
1702,MuggleMath,2023-11-01,,,,"The original GSM8K training set has 7,473 samples. We augment 5 more
queries for each query in the training set and yield 7, 473 × 5 = 37, 365 augmented queries.",70000000000.0,"model: Apache 2  https://huggingface.co/OFA-Sys/MuggleMath_7B
code: undefined license https://github.com/OFA-Sys/gsm8k-ScRel?tab=readme-ov-file#readme",Confident,,,Yes,Query and Response Augmentation Cannot Help Out-of-domain Math Reasoning Generalization,https://arxiv.org/abs/2310.05506,2023-11-01,2023.0,at_or_before_cutoff,True,,missing,,missing,70000000000.0,finite_scalar
1703,YaRN (Llama 2 13B),2023-11-01,1.92000000001e+20,Assuming 2457600000 tokens: C = 6 * 2.46B * 13B = 1.92e+20 FLOP,2457600000,,13000000000.0,same as base model,Confident,,Operation counting,Yes,YaRN: Efficient Context Window Extension of Large Language Models,https://arxiv.org/abs/2309.00071,2023-11-01,2023.0,at_or_before_cutoff,True,1.92000000001e+20,finite_scalar,2457600000.0,finite_scalar,13000000000.0,finite_scalar
1704,YaRN (Llama 2 70B),2023-11-01,1.03000000001e+21,Assuming 2457600000 tokens: C = 6 * 2.46B * 70B = 1.03e+21 FLOP,2457600000,,70000000000.0,same as base model,Likely,,Operation counting,Yes,YaRN: Efficient Context Window Extension of Large Language Models,https://arxiv.org/abs/2309.00071,2023-11-01,2023.0,at_or_before_cutoff,True,1.03000000001e+21,finite_scalar,2457600000.0,finite_scalar,70000000000.0,finite_scalar
1705,BlueLM 7B,2023-10-31,1.0920000000001e+23,"C = 6DN = 6 * 2.6T * 7B = 1.092*10^23 FLOP
https://www.wolframalpha.com/input?i=6*7+billion+*+2.6+trillion
(assuming 1 epoch)

Figure 1 gives compute of 10^12 FLOPs  but this seems improbable

Training over 2.59T tokens took approximately 26 days using the vivolm system, with a throughput of 3150 tokens/sec/GPU.","2590000000000,2592000000000","""Larger amounts of high-quality data : high-quality corpus for training, reaching a scale of 2.6 trillion tokens. The corpus includes Chinese, English and a small amount of Japanese and Korean data"" from GitHub

see 2.1 https://github.com/vivo-ai-lab/BlueLM/blob/main/BlueLM_technical_report.pdf",7000000000.0,"""BlueLM is a large-scale pre-trained language model independently developed by vivo AI Global Research Institute. This release includes 7B base (base) model and 7B conversation (chat) model. At the same time, we have open sourced the long text base (base) model that supports 32K and conversation (chat) model."" from GitHub https://github.com/vivo-ai-lab/BlueLM

",Confident,,Operation counting,Yes,BlueLM: An Open Multilingual 7B Language Model,https://github.com/vivo-ai-lab/BlueLM/blob/main/BlueLM_technical_report.pdf,2023-10-31,2023.0,at_or_before_cutoff,True,1.0920000000001e+23,finite_scalar,2.5900000000002592e+25,finite_scalar,7000000000.0,finite_scalar
1706,Tongyi Qianwen 2.0,2023-10-31,,,,,,"""Tongyi Qianwen 2.0, a generic LLM with a few hundreds of billions of parameters""",Unknown,,,No,Alibaba Cloud Launches Tongyi Qianwen 2.0 and Industry-specific Models to Support Customers Reap Benefits of Generative AI,https://www.alibabacloud.com/blog/alibaba-cloud-launches-tongyi-qianwen-2-0-and-industry-specific-models-to-support-customers-reap-benefits-of-generative-ai_600526,2023-10-31,2023.0,at_or_before_cutoff,True,,missing,,missing,,missing
1707,Mi:dm 200B,2023-10-31,1.2e+24,6ND=1000000000000*200000000000.00*6=1.2 × 10^24,1000000000000,Mi:dm is the first Korean LLM trained on over 1 trillion tokens.,200000000000.0,200B,Confident,,Operation counting,No,,https://genielabs.ai/midm/about,2023-10-31,2023.0,at_or_before_cutoff,True,1.2e+24,finite_scalar,1000000000000.0,finite_scalar,200000000000.0,finite_scalar
1708,Skywork-13B,2023-10-30,2.5e+23,"""Our Skywork-13B is trained on a cluster of 64 NVIDIA-HGX-A800 nodes, a total of 512 A800-80G SXM GPUs... The training process of Skywork-13B spanned a total of 39 days.""

They note that ""we achieved a token throughput of 1873 per GPU per second and a model flops utilization (MFU) of 56.5%... "". 

""MFU"" was coined in the Palm paper (https://arxiv.org/pdf/2204.02311.pdf) and only counts operations used to train the model, not all operations observed on the hardware. MFU is lower than traditionally measured utilization.

Using the 56.5% number, and a peak tensor performance of 623.8 TFLOPS for the A800, this suggests 512 * 623.8 TFLOPS * 39 days * 86400 seconds/day * 0.565 = 6.08e23 FLOP.

Based on C=6ND, with 13B parameters and 3.2T tokens, we have C=6*(13B)*(3.2T)=2.5e23 FLOP.

Since the reported MFU is quite high, and would imply a higher compute usage than 6ND, it seems they may have trained on mixed precision and with the GPUs not always operating in the 623.8 TFLOPS mode.",3200000000000,"The full SkyPile dataset is 6 trillion tokens, roughly half English and half Chinese: (https://huggingface.co/Skywork/Skywork-13B-base).

The model is trained for the equivalent of 0.53 epochs on the full dataset, or 3.18 trillion unique tokens. This is around 2.78 trillion words, based on an average of 1 word/token for the Chinese portion and 0.75 word/token on the English portion.",13000000000.0,13B,Confident,BF16,Operation counting,Yes,Skywork: A More Open Bilingual Foundation Model,https://arxiv.org/abs/2310.19341,2023-10-30,2023.0,at_or_before_cutoff,True,2.5e+23,finite_scalar,3200000000000.0,finite_scalar,13000000000.0,finite_scalar
1709,Spec-Drafter,2023-10-30,1.179648e+20,6 FLOP/parameter/token * 500000000 parameters * 39321600000 tokens = 117964800000000000000 FLOP,39321600000,"# max tokens 4096
update frequency 4
8 GPUs
max updates 300K

4096 * 4 * 8 * 300000 = 39321600000 tokens",500000000.0,"0.5B
12-layer encoder + 2-layer decoder, d=512/2048",Confident,,Operation counting,Yes,Speculative Decoding: Exploiting Speculative Execution for Accelerating Seq2seq Generation,https://arxiv.org/abs/2203.16487,2023-10-30,2023.0,at_or_before_cutoff,True,1.179648e+20,finite_scalar,39321600000.0,finite_scalar,500000000.0,finite_scalar
1710,ChatGLM3-6B,2023-10-27,5.04e+22,"Highly speculative.
Assume 1 epoch on 1.4T tokens.
6 FLOP/token/param * 1.4T tokens * 6B params=50.4 * 10 ^(12+9) = 5.04*10^(22)",1400000000000,"""ChatGLM-6B was pre-trained on approximately one trillion tokens of Chinese and English corpus""
""By further realizing more diverse training datasets, more sufficient training steps, and more optimized training strategies, ChatGLM3-6B topped 42 benchmarks across semantics, mathematics, reasoning, code, and knowledge.""
The ChatGLM website states that the latest ChatGLM service is based on (and upgraded from) ChatGLM2, which was trained on 1.4T tokens. Assume that ChatGLM3 is trained on at least the same number of tokens.
Sources:
https://chatglm.cn/
https://github.com/THUDM/ChatGLM2-6B/blob/main/README_EN.md
https://www.zhipuai.cn/en/news/76

here (https://github.com/Kwai-Kolors/Kolors/blob/master/imgs/Kolors_paper.pdf) they confirm the dataset size ""Consequently, in Kolors, we utilize the open-source ChatGLM3-6B-Base as text encoder, which has been pre-trained with over 1.4 trillion bilingual tokens, resulting in a robust capability for Chinese language understanding.""",6000000000.0,6B from https://arxiv.org/abs/2406.12793,Speculative,,Operation counting,Yes,Zhipu AI launches third-generation base model,"https://www.zhipuai.cn/en/news/76

https://huggingface.co/zai-org/chatglm3-6b",2023-10-27,2023.0,at_or_before_cutoff,True,5.04e+22,finite_scalar,1400000000000.0,finite_scalar,6000000000.0,finite_scalar
1711,CODEFUSION (Python),2023-10-26,7.92e+18,"V100 performance: 125 teraFLOPS according to https://www.nvidia.com/en-us/data-center/v100/

11 hours * 4 GPUs * 125 teraFLOPS/GPU * 0.40 utilization = 7.92e18 FLOP",4390400,"Section A3, Table 5: for python, 56k samples with an average length of 78.4 tokens",75000000.0,Table 1,Confident,,Hardware,No,CODEFUSION: A Pre-trained Diffusion Model for Code Generation,"https://arxiv.org/abs/2310.17680 (was withdrawn)

https://www.microsoft.com/en-us/research/wp-content/uploads/2023/11/CodeFusion-Revised-CameraReady.pdf",2023-10-26,2023.0,at_or_before_cutoff,True,7.92e+18,finite_scalar,4390400.0,finite_scalar,75000000.0,finite_scalar
1712,DiT-XL/2 + CADS,2023-10-26,,,,,675000000.0,original parameter count for DiT-XL/2,Likely,,,No,CADS: Unleashing the Diversity of Diffusion Models through Condition-Annealed Sampling,https://arxiv.org/abs/2310.17347v2,2023-10-26,2023.0,at_or_before_cutoff,True,,missing,,missing,675000000.0,finite_scalar
1713,QMoE: compressed SwitchTransformer,2023-10-25,,,576000000000,"In this paper, the authors compress the SwitchTransformer-c2048 model. There is no training dataset used.",1571000000000.0,"""Concretely, QMoE can compress the 1.6 trillion parameter SwitchTransformer-c2048 model to less than 160GB""
Same parameter count as base model. This paper compresses the model; there is no learning from data.",Confident,,,Yes,QMoE: Practical Sub-1-Bit Compression of Trillion-Parameter Models,https://arxiv.org/abs/2310.16795,2023-10-25,2023.0,at_or_before_cutoff,True,,missing,576000000000.0,finite_scalar,1571000000000.0,finite_scalar
1714,Xinghan Foundation Model,2023-10-25,,,,,,,Unknown,,,,Dahua Announces Think# 2.0 Strategy to Accelerate Innovation for a Digital Intelligent Future,https://www.prnewswire.com/news-releases/dahua-announces-think-2-0-strategy-to-accelerate-innovation-for-a-digital-intelligent-future-301967122.html,2023-10-25,2023.0,at_or_before_cutoff,True,,missing,,missing,,missing
1715,Zephyr 7B,2023-10-25,,,,,7000000000.0,7B,Confident,BF16,Hardware,Yes,Zephyr: Direct Distillation of LM Alignment,https://arxiv.org/abs/2310.16944,2023-10-25,2023.0,at_or_before_cutoff,True,,missing,,missing,7000000000.0,finite_scalar
1716,Spark 3.0,2023-10-24,,"""The company said that Spark 3.0 has been trained on a dataset of 1.2 trillion words and code, and that it can perform a variety of tasks, including text generation, language understanding, knowledge answering, logical reasoning, mathematical computation, code generation, and multimodal interaction."" https://www.gizmochina.com/2023/10/26/iflytek-spark-3-0-vs-openai-gpt/",1400000000000,"""Spark 3.0 has been trained on a dataset of 1.2 trillion words and code""",,,Likely,,,,,https://www.gizmochina.com/2023/10/26/iflytek-spark-3-0-vs-openai-gpt/,2023-10-24,2023.0,at_or_before_cutoff,True,,missing,1400000000000.0,finite_scalar,,missing
1717,Stockmark-13B,2023-10-23,1.716e+22,"6ND = 6*13B*220B = 17160000000000000000000
""Stockmark-13b is a 13 billion parameter LLM pretrained from scratch based on Japanese corpus of about 220B tokens. This model is developed by Stockmark Inc.""
",220000000000,220B tokens,13200000000.0,13.2B from https://huggingface.co/stockmark/stockmark-13b,Likely,,Operation counting,Yes, stockmark/stockmark-13b,https://huggingface.co/stockmark/stockmark-13b,2023-10-23,2023.0,at_or_before_cutoff,True,1.716e+22,finite_scalar,220000000000.0,finite_scalar,13200000000.0,finite_scalar
1718,CausalLM 14B,2023-10-22,,,,"""We manually curated a SFT dataset of 1.3B tokens for training, utilizing open source datasets from Hugging Face""",14700000000.0,,Confident,,Operation counting,Yes,"TL;DR: Perhaps better than all existing models < 70B, in most quantitative evaluations...",https://huggingface.co/CausalLM/14B,2023-10-22,2023.0,at_or_before_cutoff,True,,missing,,missing,14700000000.0,finite_scalar
1719,SILC-S* (86M),2023-10-20,1.004e+22,"""SILC* at ViT B/16 can be trained on 256 TPUv4 chips meanwhile the B/8 and L/16 models require 512 chips. The training takes around 5 days"" (https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/03093-supp.pdf, page 7). Assuming a 33% utilization rate,
Training compute
= utilization rate * # of chips used * peak FLOPS / chip * training time
= 0.33 * 256 TPUv4 chip * 2.75e14 FLOPS / TPUv4 chip * 5 days * 24 h / day * 3600 s / h
~= 1.004e22 FLOPS",,"SILC-S* saw 20B examples of image-text pairs during training (https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/03093-supp.pdf, page 4).",86000000.0,"""SILC models set a new state-of-the-art for these tasks at ViT/B16 model size"" (https://arxiv.org/pdf/2310.13355, page 5). VIT/B16-224 has 86.6M parameters, and VIT/B16-384 has 86.9M parameters (https://huggingface.co/google/vit-base-patch16-224, https://huggingface.co/google/vit-base-patch16-384), so I will assume SILC-S has 86M parameters.",Confident,,,No,SILC: Improving Vision Language Pretraining with Self-Distillation,https://arxiv.org/abs/2310.13355,2023-10-20,2023.0,at_or_before_cutoff,True,1.004e+22,finite_scalar,,missing,86000000.0,finite_scalar
1720,SILC-S,2023-10-20,,,,,86000000.0,"""SILC models set a new state-of-the-art for these tasks at ViT/B16 model size"" (https://arxiv.org/pdf/2310.13355, page 5). VIT/B16-224 has 86.6M parameters, and VIT/B16-384 has 86.9M parameters (https://huggingface.co/google/vit-base-patch16-224, https://huggingface.co/google/vit-base-patch16-384), so I will assume SILC-S has 86M parameters.",Likely,,,No,SILC: Improving Vision Language Pretraining with Self-Distillation,https://arxiv.org/abs/2310.13355,2023-10-20,2023.0,at_or_before_cutoff,True,,missing,,missing,86000000.0,finite_scalar
1721,DALL·E 3,2023-10-19,,,,,,,Unknown,,,No,Improving Image Generation with Better Captions,https://cdn.openai.com/papers/dall-e-3.pdf,2023-10-19,2023.0,at_or_before_cutoff,True,,missing,,missing,,missing
1722,KwaiYiiMath,2023-10-19,,,,,13000000000.0,13B - from Table 2,Confident,,,No,KwaiYiiMath: Technical Report,https://arxiv.org/abs/2310.07488,2023-10-19,2023.0,at_or_before_cutoff,True,,missing,,missing,13000000000.0,finite_scalar
1723,Voicebox / VB-En,2023-10-19,,,,"""We train an English-only Voicebox on 60K hours of data and a multilingual version on 50K hours of data covering six languages (English, French, German, Spanish, Polish, and Portuguese).""

""VB-En/VB-Multi audio models are trained for 500K/750K updates with an effective batch size of 240K frames""

""For training efficiency, audio length is capped at 1,600 frames and chunked randomly if the length exceeds this threshold. Duration models are trained for 600K updates with an effective batch size of 60K frames.""",358000000.0,"Acoustic Model: 330 million parameters
Duration Model:
28M for English-only model (VB-En)",Confident,FP16,,No,Voicebox: Text-Guided Multilingual Universal Speech Generation at Scale,https://arxiv.org/abs/2306.15687,2023-10-19,2023.0,at_or_before_cutoff,True,,missing,,missing,358000000.0,finite_scalar
1724,ERNIE 4.0,2023-10-17,,"Unlikely to be >1e25 FLOP, ERNIE 4.5 was <1e25 FLOP.

may be mentioned here https://www.youtube.com/watch?v=wYozcsavRuM",,,,"""similar architecture with 3.5 version""  -interpreter dub at 01:25:08 https://www.youtube.com/watch?v=wYozcsavRuM",Unknown,,,No,"Baidu Launches ERNIE 4.0 Foundation Model, Leading a New Wave of AI-Native Applications",https://www.prnewswire.com/news-releases/baidu-launches-ernie-4-0-foundation-model-leading-a-new-wave-of-ai-native-applications-301958681.html,2023-10-17,2023.0,at_or_before_cutoff,True,,missing,,missing,,missing
1725,Fuyu-8B,2023-10-17,,,,,8000000000.0,"8B

Also a ""Fuyu-medium"" with unstated param count (<56B: ""Fuyu-Medium performs comparably to PALM-E-562B despite having fewer than a tenth as many parameters"")",Confident,,,Yes,Fuyu-8B: A Multimodal Architecture for AI Agents,"https://www.adept.ai/blog/fuyu-8b, www.huggingface.co/adept/fuyu-8b",2023-10-17,2023.0,at_or_before_cutoff,True,,missing,,missing,8000000000.0,finite_scalar
1726,PaLI-3,2023-10-17,,,,contrastive image pretraining at 224² then high‑res 812–1064²,5000000000.0,5B,Confident,,,No,"PaLI-3 Vision Language Models: Smaller, Faster, Stronger",https://arxiv.org/abs/2310.09199,2023-10-17,2023.0,at_or_before_cutoff,True,,missing,,missing,5000000000.0,finite_scalar
